
# Curve 0 of 1, 100 points
# Curve title: ""abs.txt""
# x y type
 0.38  0.6  i
 0.38404  0.640243  i
 0.388081  0.680674  i
 0.392121  0.721456  i
 0.396162  0.76219  i
 0.400202  0.80195  i
 0.404242  0.840668  i
 0.408283  0.881285  i
 0.412323  0.92685  i
 0.416364  0.971499  i
 0.420404  1.00204  i
 0.424444  1.01123  i
 0.428485  1.01012  i
 0.432525  1.01238  i
 0.436566  1.02104  i
 0.440606  1.0315  i
 0.444646  1.04034  i
 0.448687  1.04777  i
 0.452727  1.05457  i
 0.456768  1.06216  i
 0.460808  1.07233  i
 0.464848  1.08747  i
 0.468889  1.11137  i
 0.472929  1.14661  i
 0.47697  1.18279  i
 0.48101  1.2025  i
 0.485051  1.20353  i
 0.489091  1.2134  i
 0.493131  1.25917  i
 0.497172  1.33683  i
 0.501212  1.42743  i
 0.505253  1.51509  i
 0.509293  1.58918  i
 0.513333  1.64168  i
 0.517374  1.67864  i
 0.521414  1.71196  i
 0.525455  1.74964  i
 0.529495  1.79391  i
 0.533535  1.84511  i
 0.537576  1.89515  i
 0.541616  1.93312  i
 0.545657  1.95563  i
 0.549697  1.96915  i
 0.553737  1.98017  i
 0.557778  1.99212  i
 0.561818  2.00726  i
 0.565859  2.02087  i
 0.569899  2.02031  i
 0.573939  1.99732  i
 0.57798  1.96446  i
 0.58202  1.93934  i
 0.586061  1.92698  i
 0.590101  1.91982  i
 0.594141  1.91163  i
 0.598182  1.90321  i
 0.602222  1.89689  i
 0.606263  1.89292  i
 0.610303  1.88975  i
 0.614343  1.88612  i
 0.618384  1.88186  i
 0.622424  1.8771  i
 0.626465  1.87264  i
 0.630505  1.86977  i
 0.634545  1.86731  i
 0.638586  1.85712  i
 0.642626  1.83068  i
 0.646667  1.78943  i
 0.650707  1.74149  i
 0.654747  1.69291  i
 0.658788  1.64449  i
 0.662828  1.59644  i
 0.666869  1.55107  i
 0.670909  1.51191  i
 0.674949  1.48073  i
 0.67899  1.45561  i
 0.68303  1.43393  i
 0.687071  1.41089  i
 0.691111  1.38067  i
 0.695152  1.34274  i
 0.699192  1.30623  i
 0.703232  1.27986  i
 0.707273  1.26145  i
 0.711313  1.24405  i
 0.715354  1.22403  i
 0.719394  1.20309  i
 0.723434  1.183  i
 0.727475  1.16308  i
 0.731515  1.14176  i
 0.735556  1.11985  i
 0.739596  1.10147  i
 0.743636  1.08999  i
 0.747677  1.08327  i
 0.751717  1.07735  i
 0.755758  1.0699  i
 0.759798  1.06052  i
 0.763838  1.04915  i
 0.767879  1.03664  i
 0.771919  1.0241  i
 0.77596  1.01198  i
 0.78  1.0001  i

